"No.","Time","Source","Destination","Protocol","Length","Info"
"9347","314.470381","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=11004 Ack=9088 Win=257 Len=35 TSval=121627589 TSecr=37"
"9376","315.474163","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=11039 Ack=9117 Win=257 Len=35 TSval=121627690 TSecr=37"
"9413","316.652303","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=11074 Ack=9146 Win=257 Len=35 TSval=121627807 TSecr=37"
"9441","317.651786","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=11109 Ack=9175 Win=257 Len=35 TSval=121627907 TSecr=37"
"9471","318.650554","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=11144 Ack=9204 Win=257 Len=35 TSval=121628007 TSecr=37"
"9497","319.476409","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=11179 Ack=9233 Win=257 Len=35 TSval=121628090 TSecr=37"
"9533","320.639041","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=11214 Ack=9262 Win=257 Len=35 TSval=121628206 TSecr=37"
"9561","321.470123","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=11249 Ack=9291 Win=256 Len=35 TSval=121628289 TSecr=37"
"9596","322.647453","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=11284 Ack=9320 Win=256 Len=35 TSval=121628407 TSecr=37"
"9627","323.645379","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=11319 Ack=9349 Win=256 Len=35 TSval=121628507 TSecr=37"
"9659","324.645581","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=11354 Ack=9378 Win=256 Len=35 TSval=121628607 TSecr=37"
"9687","325.649172","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=11389 Ack=9407 Win=256 Len=35 TSval=121628707 TSecr=37"
"9716","326.641353","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=11424 Ack=9436 Win=256 Len=35 TSval=121628806 TSecr=37"
"9738","327.464646","192.168.16.1","192.168.16.211","TCP","102","15002  >  1028 [PSH, ACK] Seq=11459 Ack=9465 Win=256 Len=36 TSval=121628889 TSecr=37"
"9770","328.651111","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=11495 Ack=9492 Win=256 Len=35 TSval=121629007 TSecr=37"
"9791","329.478295","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=11530 Ack=9521 Win=256 Len=35 TSval=121629090 TSecr=37"
"9827","330.642043","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=11565 Ack=9550 Win=255 Len=35 TSval=121629206 TSecr=37"
"9858","331.638876","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=11600 Ack=9579 Win=255 Len=35 TSval=121629306 TSecr=37"
"9884","332.653820","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=11635 Ack=9608 Win=255 Len=35 TSval=121629407 TSecr=37"
"9917","333.659181","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=11670 Ack=9637 Win=255 Len=35 TSval=121629508 TSecr=37"
"9943","334.482495","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=11705 Ack=9666 Win=255 Len=35 TSval=121629590 TSecr=37"
"9975","335.642563","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=11740 Ack=9695 Win=255 Len=35 TSval=121629706 TSecr=37"
"10000","336.478888","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=11775 Ack=9724 Win=255 Len=35 TSval=121629790 TSecr=37"
"10028","337.474521","192.168.16.1","192.168.16.211","TCP","102","15002  >  1028 [PSH, ACK] Seq=11810 Ack=9753 Win=255 Len=36 TSval=121629889 TSecr=37"
"10055","338.471354","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=11846 Ack=9780 Win=255 Len=35 TSval=121629989 TSecr=37"
"10083","339.469715","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=11881 Ack=9809 Win=254 Len=35 TSval=121630089 TSecr=37"
"10116","340.639218","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=11916 Ack=9838 Win=254 Len=35 TSval=121630206 TSecr=37"
"10141","341.466392","192.168.16.1","192.168.16.211","TCP","102","15002  >  1028 [PSH, ACK] Seq=11951 Ack=9867 Win=254 Len=36 TSval=121630289 TSecr=37"
"10172","342.640362","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=11987 Ack=9894 Win=254 Len=35 TSval=121630406 TSecr=37"
"10197","343.465293","192.168.16.1","192.168.16.211","TCP","102","15002  >  1028 [PSH, ACK] Seq=12022 Ack=9923 Win=260 Len=36 TSval=121630488 TSecr=37"
"10229","344.477988","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=12058 Ack=9950 Win=260 Len=35 TSval=121630590 TSecr=37"
"10258","345.474130","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=12093 Ack=9979 Win=259 Len=35 TSval=121630689 TSecr=37"
"10289","346.470526","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=12128 Ack=10009 Win=259 Len=35 TSval=121630789 TSecr=37"
"10318","347.478302","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=12163 Ack=10038 Win=259 Len=35 TSval=121630890 TSecr=37"
"10344","348.471166","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=12198 Ack=10067 Win=259 Len=35 TSval=121630989 TSecr=37"
"10374","349.457478","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=12233 Ack=10096 Win=259 Len=35 TSval=121631088 TSecr=37"
"10406","350.472446","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=12268 Ack=10125 Win=259 Len=35 TSval=121631189 TSecr=37"
"10438","351.646907","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=12303 Ack=10154 Win=259 Len=35 TSval=121631306 TSecr=37"
"10462","352.468794","192.168.16.1","192.168.16.211","TCP","102","15002  >  1028 [PSH, ACK] Seq=12338 Ack=10183 Win=259 Len=36 TSval=121631389 TSecr=37"
"10491","353.470445","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=12374 Ack=10210 Win=259 Len=35 TSval=121631489 TSecr=37"
"10520","354.462033","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=12409 Ack=10239 Win=258 Len=35 TSval=121631588 TSecr=37"
"10552","355.473638","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=12444 Ack=10268 Win=258 Len=35 TSval=121631689 TSecr=37"
"10583","356.477207","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=12479 Ack=10297 Win=258 Len=35 TSval=121631789 TSecr=37"
"10610","357.467342","192.168.16.1","192.168.16.211","TCP","102","15002  >  1028 [PSH, ACK] Seq=12514 Ack=10327 Win=258 Len=36 TSval=121631888 TSecr=37"
"10640","358.647868","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=12550 Ack=10354 Win=258 Len=35 TSval=121632007 TSecr=37"
"10663","359.464299","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=12585 Ack=10383 Win=258 Len=35 TSval=121632088 TSecr=37"
"10691","360.478094","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=12620 Ack=10412 Win=258 Len=35 TSval=121632190 TSecr=37"
"10720","361.467502","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=12655 Ack=10441 Win=258 Len=35 TSval=121632288 TSecr=37"
"10760","362.643587","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=12690 Ack=10470 Win=258 Len=35 TSval=121632406 TSecr=37"
"10785","363.474899","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=12725 Ack=10499 Win=257 Len=35 TSval=121632489 TSecr=37"
"10819","364.644479","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=12760 Ack=10528 Win=257 Len=35 TSval=121632606 TSecr=37"
"10843","365.464026","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=12795 Ack=10557 Win=257 Len=35 TSval=121632688 TSecr=37"
"10876","366.478975","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=12830 Ack=10586 Win=257 Len=35 TSval=121632790 TSecr=37"
"10906","367.651157","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=12865 Ack=10615 Win=257 Len=35 TSval=121632907 TSecr=37"
"10930","368.469285","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=12900 Ack=10644 Win=257 Len=35 TSval=121632989 TSecr=37"
"10963","369.465031","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=12935 Ack=10673 Win=257 Len=35 TSval=121633088 TSecr=37"
"10995","370.462712","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=12970 Ack=10702 Win=257 Len=35 TSval=121633188 TSecr=37"
"11023","371.461558","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=13005 Ack=10731 Win=257 Len=35 TSval=121633288 TSecr=37"
"11057","372.651158","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=13040 Ack=10760 Win=256 Len=35 TSval=121633407 TSecr=37"
"11085","373.646966","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=13075 Ack=10789 Win=256 Len=35 TSval=121633506 TSecr=37"
"11119","374.657695","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=13110 Ack=10818 Win=256 Len=35 TSval=121633607 TSecr=37"
"11144","375.641084","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=13145 Ack=10847 Win=256 Len=35 TSval=121633706 TSecr=37"
"11169","376.468353","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=13180 Ack=10876 Win=256 Len=35 TSval=121633788 TSecr=37"
"11199","377.474031","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=13215 Ack=10906 Win=256 Len=35 TSval=121633889 TSecr=37"
"11232","378.652376","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=13250 Ack=10935 Win=256 Len=35 TSval=121634007 TSecr=37"
"11262","379.645634","192.168.16.1","192.168.16.211","TCP","102","15002  >  1028 [PSH, ACK] Seq=13285 Ack=10964 Win=256 Len=36 TSval=121634106 TSecr=37"
"11291","380.647641","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=13321 Ack=10991 Win=256 Len=35 TSval=121634206 TSecr=37"
"11317","381.469023","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=13356 Ack=11020 Win=255 Len=35 TSval=121634288 TSecr=37"
"11346","382.468122","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=13391 Ack=11049 Win=255 Len=35 TSval=121634388 TSecr=37"
"11376","383.475870","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=13426 Ack=11078 Win=255 Len=35 TSval=121634489 TSecr=37"
"11409","384.642636","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=13461 Ack=11108 Win=255 Len=35 TSval=121634606 TSecr=37"
"11435","385.473809","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=13496 Ack=11137 Win=255 Len=35 TSval=121634689 TSecr=37"
"11461","386.645778","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=13531 Ack=11166 Win=255 Len=35 TSval=121634806 TSecr=37"
"11490","387.471045","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=13566 Ack=11195 Win=255 Len=35 TSval=121634889 TSecr=37"
"11519","388.487711","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=13601 Ack=11224 Win=255 Len=35 TSval=121634990 TSecr=37"
"11557","389.644460","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=13636 Ack=11253 Win=254 Len=35 TSval=121635106 TSecr=37"
"11583","390.465065","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=13671 Ack=11282 Win=254 Len=35 TSval=121635188 TSecr=37"
"11620","391.641577","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=13706 Ack=11311 Win=254 Len=35 TSval=121635306 TSecr=37"
"11644","392.472565","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=13741 Ack=11340 Win=254 Len=35 TSval=121635389 TSecr=37"
"11675","393.466455","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=13776 Ack=11369 Win=254 Len=35 TSval=121635488 TSecr=37"
"11703","394.470841","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=13811 Ack=11398 Win=260 Len=35 TSval=121635588 TSecr=37"
"11737","395.658626","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=13846 Ack=11427 Win=260 Len=35 TSval=121635707 TSecr=37"
"11766","396.647286","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=13881 Ack=11456 Win=259 Len=35 TSval=121635806 TSecr=37"
"11798","397.648872","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=13916 Ack=11485 Win=259 Len=35 TSval=121635906 TSecr=37"
"11822","398.479152","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=13951 Ack=11514 Win=259 Len=35 TSval=121635989 TSecr=37"
"11852","399.469156","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=13986 Ack=11543 Win=259 Len=35 TSval=121636088 TSecr=37"
"11889","400.649877","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=14021 Ack=11572 Win=259 Len=35 TSval=121636206 TSecr=37"
"11919","401.658652","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=14056 Ack=11601 Win=259 Len=35 TSval=121636307 TSecr=37"
"11951","402.646261","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=14091 Ack=11630 Win=259 Len=35 TSval=121636406 TSecr=37"
"11976","403.471434","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=14126 Ack=11659 Win=259 Len=35 TSval=121636488 TSecr=37"
"12001","404.463698","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=14161 Ack=11689 Win=259 Len=35 TSval=121636588 TSecr=37"
"12038","405.655410","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=14196 Ack=11718 Win=258 Len=35 TSval=121636707 TSecr=37"
"12067","406.647344","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=14231 Ack=11747 Win=258 Len=35 TSval=121636806 TSecr=37"
"12094","407.475276","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=14266 Ack=11776 Win=258 Len=35 TSval=121636889 TSecr=37"
"12123","408.474084","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=14301 Ack=11805 Win=258 Len=35 TSval=121636989 TSecr=37"
"12162","409.480389","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=14336 Ack=11834 Win=258 Len=35 TSval=121637089 TSecr=37"
"12204","410.473510","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=14371 Ack=11863 Win=258 Len=35 TSval=121637189 TSecr=37"
"12238","411.651989","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=14406 Ack=11892 Win=258 Len=35 TSval=121637306 TSecr=37"
"12263","412.475162","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=14441 Ack=11921 Win=258 Len=35 TSval=121637389 TSecr=37"
"12297","413.651475","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=14476 Ack=11950 Win=258 Len=35 TSval=121637506 TSecr=37"
"12322","414.471289","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=14511 Ack=11979 Win=257 Len=35 TSval=121637588 TSecr=37"
"12349","415.477230","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=14546 Ack=12008 Win=257 Len=35 TSval=121637689 TSecr=37"
"12383","416.661653","192.168.16.1","192.168.16.211","TCP","102","15002  >  1028 [PSH, ACK] Seq=14581 Ack=12037 Win=257 Len=36 TSval=121637807 TSecr=37"
"12414","417.644709","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=14617 Ack=12064 Win=257 Len=35 TSval=121637906 TSecr=37"
"12443","418.646707","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=14652 Ack=12093 Win=257 Len=35 TSval=121638006 TSecr=37"
"12466","419.476624","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=14687 Ack=12122 Win=257 Len=35 TSval=121638089 TSecr=37"
"12497","420.472054","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=14722 Ack=12151 Win=257 Len=35 TSval=121638188 TSecr=37"
"12533","421.655676","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=14757 Ack=12180 Win=257 Len=35 TSval=121638307 TSecr=37"
"12560","422.654859","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=14792 Ack=12209 Win=257 Len=35 TSval=121638407 TSecr=37"
"12585","423.478665","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=14827 Ack=12238 Win=256 Len=35 TSval=121638489 TSecr=37"
"12620","424.651583","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=14862 Ack=12267 Win=256 Len=35 TSval=121638606 TSecr=37"
"12643","425.473033","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=14897 Ack=12296 Win=256 Len=35 TSval=121638688 TSecr=37"
"12675","426.474316","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=14932 Ack=12325 Win=256 Len=35 TSval=121638788 TSecr=37"
"12701","427.469367","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=14967 Ack=12354 Win=256 Len=35 TSval=121638888 TSecr=37"
"12730","428.468875","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15002 Ack=12383 Win=256 Len=35 TSval=121638988 TSecr=37"
"12761","429.651701","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15037 Ack=12412 Win=256 Len=35 TSval=121639106 TSecr=37"
"12792","430.639781","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15072 Ack=12441 Win=256 Len=35 TSval=121639205 TSecr=37"
"12822","431.469421","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15107 Ack=12470 Win=256 Len=35 TSval=121639288 TSecr=37"
"12857","432.663897","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15142 Ack=12499 Win=255 Len=35 TSval=121639407 TSecr=37"
"12882","433.476298","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15177 Ack=12529 Win=255 Len=35 TSval=121639489 TSecr=37"
"12910","434.477492","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15212 Ack=12558 Win=255 Len=35 TSval=121639589 TSecr=37"
"12943","435.655950","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15247 Ack=12587 Win=255 Len=35 TSval=121639706 TSecr=37"
"12968","436.475486","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15282 Ack=12616 Win=255 Len=35 TSval=121639788 TSecr=37"
"13001","437.476813","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15317 Ack=12645 Win=255 Len=35 TSval=121639889 TSecr=37"
"13035","438.477619","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15352 Ack=12674 Win=255 Len=35 TSval=121639989 TSecr=37"
"13065","439.473041","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15387 Ack=12703 Win=255 Len=35 TSval=121640088 TSecr=37"
"13095","440.475001","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15422 Ack=12732 Win=254 Len=35 TSval=121640188 TSecr=37"
"13122","441.478184","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15457 Ack=12761 Win=254 Len=35 TSval=121640289 TSecr=37"
"13151","442.470643","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15492 Ack=12790 Win=254 Len=35 TSval=121640388 TSecr=37"
"13184","443.653453","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15527 Ack=12819 Win=254 Len=35 TSval=121640506 TSecr=37"
"13212","444.648738","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15562 Ack=12848 Win=260 Len=35 TSval=121640606 TSecr=37"
"13236","445.467889","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15597 Ack=12877 Win=260 Len=35 TSval=121640688 TSecr=37"
"13266","446.471978","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15632 Ack=12906 Win=259 Len=35 TSval=121640788 TSecr=37"
"13296","447.462536","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15667 Ack=12935 Win=259 Len=35 TSval=121640887 TSecr=37"
"13325","448.476623","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15702 Ack=12964 Win=259 Len=35 TSval=121640988 TSecr=37"
"13359","449.645925","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15737 Ack=12993 Win=259 Len=35 TSval=121641105 TSecr=37"
"13392","450.656710","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15772 Ack=13022 Win=259 Len=35 TSval=121641206 TSecr=37"
"13420","451.475245","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15807 Ack=13051 Win=259 Len=35 TSval=121641288 TSecr=37"
"13449","452.479718","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15842 Ack=13080 Win=259 Len=35 TSval=121641389 TSecr=37"
"13475","453.469910","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15877 Ack=13109 Win=259 Len=35 TSval=121641488 TSecr=37"
"13508","454.475127","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15912 Ack=13138 Win=259 Len=35 TSval=121641588 TSecr=37"
"13545","455.664494","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15947 Ack=13167 Win=258 Len=35 TSval=121641707 TSecr=37"
"13575","456.642432","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15982 Ack=13196 Win=258 Len=35 TSval=121641805 TSecr=37"
"13596","457.475676","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16017 Ack=13225 Win=258 Len=35 TSval=121641888 TSecr=37"
"13624","458.475539","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16052 Ack=13255 Win=258 Len=35 TSval=121641988 TSecr=37"
"13653","459.487898","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16087 Ack=13284 Win=258 Len=35 TSval=121642089 TSecr=37"
"13681","460.459427","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16122 Ack=13313 Win=258 Len=35 TSval=121642187 TSecr=37"
"13714","461.474126","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16157 Ack=13342 Win=258 Len=35 TSval=121642288 TSecr=37"
"13747","462.476682","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16192 Ack=13371 Win=258 Len=35 TSval=121642388 TSecr=37"
"13776","463.468643","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16227 Ack=13400 Win=258 Len=35 TSval=121642487 TSecr=37"
"13812","464.641946","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16262 Ack=13429 Win=257 Len=35 TSval=121642605 TSecr=37"
"13836","465.475463","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16297 Ack=13458 Win=257 Len=35 TSval=121642688 TSecr=37"
"13871","466.652621","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16332 Ack=13487 Win=257 Len=35 TSval=121642806 TSecr=37"
"13893","467.481718","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16367 Ack=13516 Win=257 Len=35 TSval=121642889 TSecr=37"
"13924","468.475099","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16402 Ack=13545 Win=257 Len=35 TSval=121642988 TSecr=37"
"13958","469.643825","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16437 Ack=13574 Win=257 Len=35 TSval=121643105 TSecr=37"
"13987","470.640884","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16472 Ack=13603 Win=257 Len=35 TSval=121643205 TSecr=37"
"14011","471.484888","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16507 Ack=13632 Win=257 Len=35 TSval=121643289 TSecr=37"
